vertex,r2
1.299400000000000000e+04,8.654384016990661621e-01
1.310100000000000000e+04,7.258666753768920898e-01
1.316900000000000000e+04,7.761666178703308105e-01
1.324600000000000000e+04,7.031286358833312988e-01
1.324800000000000000e+04,6.406832933425903320e-01
1.335600000000000000e+04,4.404751658439636230e-01
1.336100000000000000e+04,5.366112589836120605e-01
1.348600000000000000e+04,7.360634207725524902e-01
1.357700000000000000e+04,8.579730987548828125e-01
1.358300000000000000e+04,7.136743068695068359e-01
1.375200000000000000e+04,8.706410527229309082e-01
1.378200000000000000e+04,8.082045912742614746e-01
1.382500000000000000e+04,6.646059751510620117e-01
1.402700000000000000e+04,8.106112480163574219e-01
1.405700000000000000e+04,5.865247249603271484e-01
1.412500000000000000e+04,6.527833938598632812e-01
1.413900000000000000e+04,7.292709350585937500e-01
1.419100000000000000e+04,7.508536577224731445e-01
1.420900000000000000e+04,7.440987825393676758e-01
1.426600000000000000e+04,6.834395527839660645e-01
1.442700000000000000e+04,6.664444208145141602e-01
1.445200000000000000e+04,6.285001635551452637e-01
1.446300000000000000e+04,5.334756374359130859e-01
1.451000000000000000e+04,7.913537025451660156e-01
1.452300000000000000e+04,6.140509843826293945e-01
1.452600000000000000e+04,5.929631590843200684e-01
1.467000000000000000e+04,6.892914772033691406e-01
1.471800000000000000e+04,8.142659664154052734e-01
1.473800000000000000e+04,8.582559823989868164e-01
1.478000000000000000e+04,7.561489939689636230e-01
1.480400000000000000e+04,7.387025952339172363e-01
1.485200000000000000e+04,7.997630238533020020e-01
1.487700000000000000e+04,7.253943681716918945e-01
1.495800000000000000e+04,9.013503193855285645e-01
1.501700000000000000e+04,7.181664705276489258e-01
1.511700000000000000e+04,5.658255815505981445e-01
1.520200000000000000e+04,6.313292980194091797e-01
1.522400000000000000e+04,6.719574332237243652e-01
1.530200000000000000e+04,7.062137126922607422e-01
1.539500000000000000e+04,7.530904412269592285e-01
1.549300000000000000e+04,8.265974521636962891e-01
1.576900000000000000e+04,6.872951984405517578e-01
1.584300000000000000e+04,6.837773919105529785e-01
1.587600000000000000e+04,6.689000129699707031e-01
1.598200000000000000e+04,5.135623812675476074e-01
1.607400000000000000e+04,8.976166248321533203e-01
1.611000000000000000e+04,8.742870688438415527e-01
1.613400000000000000e+04,8.708045482635498047e-01
1.616300000000000000e+04,9.093810915946960449e-01
1.617800000000000000e+04,5.107412338256835938e-01
1.620000000000000000e+04,8.578978776931762695e-01
1.630000000000000000e+04,7.434189319610595703e-01
1.632800000000000000e+04,7.438871860504150391e-01
1.637900000000000000e+04,8.409447669982910156e-01
1.639400000000000000e+04,5.345460176467895508e-01
1.641600000000000000e+04,7.636874318122863770e-01
1.647200000000000000e+04,7.959919571876525879e-01
1.676300000000000000e+04,6.607983112335205078e-01
1.695100000000000000e+04,5.651478767395019531e-01
1.708400000000000000e+04,6.512935757637023926e-01
1.724700000000000000e+04,6.673034429550170898e-01
1.728600000000000000e+04,7.700726389884948730e-01
1.734600000000000000e+04,8.151965737342834473e-01
1.738900000000000000e+04,7.863548398017883301e-01
1.740700000000000000e+04,7.007223367691040039e-01
1.750200000000000000e+04,6.552689075469970703e-01
1.756300000000000000e+04,6.418581008911132812e-01
1.757700000000000000e+04,3.362095355987548828e-01
1.762100000000000000e+04,6.909797191619873047e-01
1.763000000000000000e+04,5.937209129333496094e-01
1.765900000000000000e+04,6.935659646987915039e-01
1.767300000000000000e+04,4.974744319915771484e-01
1.769900000000000000e+04,5.917530059814453125e-01
1.771000000000000000e+04,6.194657087326049805e-01
1.772300000000000000e+04,7.235391139984130859e-01
1.774100000000000000e+04,6.595465540885925293e-01
1.776800000000000000e+04,6.464436054229736328e-01
1.785200000000000000e+04,6.626828908920288086e-01
1.787800000000000000e+04,5.691143274307250977e-01
1.788200000000000000e+04,5.515991449356079102e-01
1.790400000000000000e+04,6.859244108200073242e-01
1.792900000000000000e+04,6.111337542533874512e-01
1.798000000000000000e+04,8.750405907630920410e-01
1.798600000000000000e+04,7.604514956474304199e-01
1.828200000000000000e+04,7.823218107223510742e-01
1.841600000000000000e+04,5.718829631805419922e-01
1.842600000000000000e+04,6.426810026168823242e-01
1.844500000000000000e+04,6.723986268043518066e-01
1.845500000000000000e+04,6.312243938446044922e-01
1.849900000000000000e+04,5.419321060180664062e-01
1.851400000000000000e+04,6.708398461341857910e-01
1.867100000000000000e+04,7.686125040054321289e-01
1.876300000000000000e+04,8.019826412200927734e-01
1.879200000000000000e+04,7.023668289184570312e-01
1.897900000000000000e+04,6.995943784713745117e-01
1.899100000000000000e+04,6.253740787506103516e-01
1.909800000000000000e+04,7.892600297927856445e-01
1.932300000000000000e+04,7.212427258491516113e-01
1.938000000000000000e+04,7.347453832626342773e-01
1.939600000000000000e+04,6.446254849433898926e-01
1.960300000000000000e+04,6.201964616775512695e-01
1.964900000000000000e+04,7.039623260498046875e-01
1.973700000000000000e+04,6.348459720611572266e-01
1.979000000000000000e+04,8.278871774673461914e-01
1.983000000000000000e+04,4.915368556976318359e-01
2.010100000000000000e+04,0.000000000000000000e+00
2.019100000000000000e+04,5.840094089508056641e-01
2.033100000000000000e+04,6.381887793540954590e-01
2.051900000000000000e+04,4.681512713432312012e-01
2.062600000000000000e+04,4.876117110252380371e-01
2.063900000000000000e+04,5.857855677604675293e-01
2.065200000000000000e+04,8.138349652290344238e-01
2.070500000000000000e+04,5.591217279434204102e-01
2.079100000000000000e+04,6.060318946838378906e-01
2.087400000000000000e+04,8.947488665580749512e-01
2.087500000000000000e+04,8.220597505569458008e-01
2.088700000000000000e+04,5.323690176010131836e-01
2.089200000000000000e+04,6.641780138015747070e-01
2.096100000000000000e+04,5.608354210853576660e-01
2.104900000000000000e+04,4.240247607231140137e-01
2.116700000000000000e+04,5.510300397872924805e-01
2.120300000000000000e+04,6.431502699851989746e-01
2.121200000000000000e+04,4.969207048416137695e-01
2.123900000000000000e+04,5.107838511466979980e-01
2.124400000000000000e+04,8.133432865142822266e-01
2.128500000000000000e+04,5.213704109191894531e-01
2.137700000000000000e+04,4.699944853782653809e-01
2.138300000000000000e+04,5.695766210556030273e-01
2.141700000000000000e+04,5.135416984558105469e-01
2.155800000000000000e+04,6.442893743515014648e-01
2.166300000000000000e+04,6.159390211105346680e-01
2.169000000000000000e+04,7.556023597717285156e-01
2.173100000000000000e+04,6.481139063835144043e-01
2.177300000000000000e+04,5.006104707717895508e-01
2.178500000000000000e+04,7.770341038703918457e-01
2.185700000000000000e+04,4.933599233627319336e-01
2.193900000000000000e+04,7.864891290664672852e-01
2.218200000000000000e+04,6.263734102249145508e-01
2.233000000000000000e+04,8.805767297744750977e-01
2.262000000000000000e+04,6.289433240890502930e-01
2.262100000000000000e+04,4.490729570388793945e-01
2.269000000000000000e+04,7.768287658691406250e-01
2.278000000000000000e+04,4.486771225929260254e-01
2.285700000000000000e+04,4.479451775550842285e-01
2.300700000000000000e+04,5.497076511383056641e-01
2.305200000000000000e+04,6.092751026153564453e-01
2.307600000000000000e+04,6.804016828536987305e-01
2.319000000000000000e+04,4.669209122657775879e-01
2.321100000000000000e+04,7.010430097579956055e-01
2.339300000000000000e+04,7.394755482673645020e-01
2.340300000000000000e+04,8.493539094924926758e-01
2.340900000000000000e+04,8.753784894943237305e-01
2.342100000000000000e+04,5.921229124069213867e-01
2.346100000000000000e+04,7.151824831962585449e-01
2.346200000000000000e+04,7.956815958023071289e-01
2.349700000000000000e+04,8.232629299163818359e-01
2.370100000000000000e+04,8.184756040573120117e-01
2.377800000000000000e+04,8.903572559356689453e-01
2.390700000000000000e+04,8.311840891838073730e-01
2.391600000000000000e+04,6.718821525573730469e-01
2.392400000000000000e+04,8.926153779029846191e-01
2.413200000000000000e+04,8.291627168655395508e-01
2.420000000000000000e+04,8.339683413505554199e-01
2.431600000000000000e+04,7.255725860595703125e-01
2.436900000000000000e+04,7.929611206054687500e-01
2.442300000000000000e+04,7.010404467582702637e-01
2.448300000000000000e+04,7.322704792022705078e-01
2.451700000000000000e+04,8.620556592941284180e-01
2.472000000000000000e+04,4.998553991317749023e-01
2.477900000000000000e+04,7.621414065361022949e-01
2.481200000000000000e+04,7.206134796142578125e-01
2.481500000000000000e+04,8.061317205429077148e-01
2.484200000000000000e+04,8.561674356460571289e-01
2.487400000000000000e+04,7.072870731353759766e-01
2.490200000000000000e+04,6.362025737762451172e-01
2.495400000000000000e+04,6.892660856246948242e-01
2.496000000000000000e+04,6.953915953636169434e-01
2.498300000000000000e+04,8.659667372703552246e-01
2.499900000000000000e+04,7.023823261260986328e-01
2.502500000000000000e+04,7.686767578125000000e-01
2.509100000000000000e+04,6.339919567108154297e-01
2.516500000000000000e+04,6.052718758583068848e-01
2.519000000000000000e+04,7.216215729713439941e-01
2.520500000000000000e+04,8.003030419349670410e-01
2.525600000000000000e+04,6.573166847229003906e-01
2.528100000000000000e+04,7.245784401893615723e-01
2.528500000000000000e+04,8.422699570655822754e-01
2.528700000000000000e+04,6.353806257247924805e-01
2.533400000000000000e+04,6.992783546447753906e-01
2.535700000000000000e+04,6.993000507354736328e-01
2.551100000000000000e+04,6.687192916870117188e-01
2.561400000000000000e+04,8.033620119094848633e-01
2.563100000000000000e+04,5.582104921340942383e-01
2.565200000000000000e+04,7.390694022178649902e-01
2.572300000000000000e+04,7.550151348114013672e-01
2.582200000000000000e+04,5.972092151641845703e-01
2.595000000000000000e+04,6.408346891403198242e-01
2.596900000000000000e+04,5.896800160408020020e-01
2.609100000000000000e+04,4.609463214874267578e-01
2.618000000000000000e+04,5.070070028305053711e-01
2.621200000000000000e+04,7.868476510047912598e-01
2.625900000000000000e+04,5.189105272293090820e-01
2.627500000000000000e+04,5.146315097808837891e-01
2.630300000000000000e+04,5.153032541275024414e-01
2.634700000000000000e+04,5.452613830566406250e-01
2.637000000000000000e+04,6.065207123756408691e-01
2.640500000000000000e+04,4.462373256683349609e-01
2.646100000000000000e+04,4.958261847496032715e-01
2.649500000000000000e+04,4.135372042655944824e-01
2.653800000000000000e+04,5.531060695648193359e-01
2.655400000000000000e+04,4.932632446289062500e-01
2.656400000000000000e+04,4.383854866027832031e-01
2.661900000000000000e+04,3.818732500076293945e-01
2.675500000000000000e+04,0.000000000000000000e+00
2.691200000000000000e+04,5.252017974853515625e-01
2.693100000000000000e+04,0.000000000000000000e+00
2.786600000000000000e+04,8.360040187835693359e-01
2.796600000000000000e+04,5.962199568748474121e-01
2.799600000000000000e+04,6.738016605377197266e-01
2.802800000000000000e+04,4.042940139770507812e-01
2.805100000000000000e+04,6.856776475906372070e-01
2.807400000000000000e+04,6.498277187347412109e-01
2.809800000000000000e+04,6.729271411895751953e-01
2.810200000000000000e+04,7.727472186088562012e-01
2.816700000000000000e+04,5.116667747497558594e-01
2.824600000000000000e+04,7.496193051338195801e-01
2.826300000000000000e+04,7.128081917762756348e-01
2.827300000000000000e+04,4.843856096267700195e-01
2.844200000000000000e+04,7.933687567710876465e-01
2.846800000000000000e+04,7.053868770599365234e-01
2.848900000000000000e+04,7.113486528396606445e-01
2.852800000000000000e+04,6.819682121276855469e-01
2.857600000000000000e+04,4.888418316841125488e-01
2.876200000000000000e+04,5.793217420578002930e-01
2.878500000000000000e+04,7.108795046806335449e-01
2.879600000000000000e+04,5.749647617340087891e-01
2.880000000000000000e+04,5.337132215499877930e-01
2.882500000000000000e+04,8.324843645095825195e-01
2.894900000000000000e+04,7.823206186294555664e-01
2.904600000000000000e+04,7.735487222671508789e-01
2.905700000000000000e+04,5.318074822425842285e-01
2.910600000000000000e+04,6.758709549903869629e-01
2.914700000000000000e+04,6.106549501419067383e-01
2.915200000000000000e+04,6.536185145378112793e-01
2.916100000000000000e+04,5.984464287757873535e-01
2.917700000000000000e+04,5.658975243568420410e-01
2.919000000000000000e+04,7.471752762794494629e-01
2.925800000000000000e+04,5.431762933731079102e-01
2.928500000000000000e+04,7.098634243011474609e-01
2.935200000000000000e+04,6.037842035293579102e-01
2.936200000000000000e+04,7.183324098587036133e-01
2.940000000000000000e+04,8.591793775558471680e-01
2.952600000000000000e+04,8.056399226188659668e-01
2.959600000000000000e+04,7.254541516304016113e-01
2.960800000000000000e+04,8.154789209365844727e-01
2.964500000000000000e+04,6.746867299079895020e-01
2.966000000000000000e+04,7.481135129928588867e-01
2.968700000000000000e+04,6.941657066345214844e-01
2.970500000000000000e+04,5.132510662078857422e-01
2.978800000000000000e+04,6.548332571983337402e-01
2.980300000000000000e+04,7.849029302597045898e-01
2.989900000000000000e+04,6.720931529998779297e-01
2.993700000000000000e+04,5.468429327011108398e-01
3.013500000000000000e+04,8.094427585601806641e-01
3.014800000000000000e+04,8.510648608207702637e-01
3.016000000000000000e+04,5.696915984153747559e-01
3.023500000000000000e+04,7.224762439727783203e-01
3.026400000000000000e+04,7.676767706871032715e-01
3.029900000000000000e+04,7.654718160629272461e-01
3.030400000000000000e+04,6.447876691818237305e-01
3.036900000000000000e+04,8.203059434890747070e-01
3.053600000000000000e+04,9.246525764465332031e-01
3.063500000000000000e+04,8.363951444625854492e-01
3.064000000000000000e+04,7.172933816909790039e-01
3.070900000000000000e+04,8.596069812774658203e-01
3.072300000000000000e+04,7.189856171607971191e-01
3.079000000000000000e+04,6.730664968490600586e-01
3.080000000000000000e+04,7.892184853553771973e-01
3.084400000000000000e+04,8.275061845779418945e-01
3.093700000000000000e+04,7.167457938194274902e-01
3.097300000000000000e+04,4.924645423889160156e-01
3.099100000000000000e+04,4.540185928344726562e-01
3.109900000000000000e+04,6.219297051429748535e-01
3.115700000000000000e+04,5.196166038513183594e-01
3.119700000000000000e+04,4.886977672576904297e-01
3.134900000000000000e+04,7.215996980667114258e-01
3.147500000000000000e+04,6.332587003707885742e-01
3.150200000000000000e+04,5.943917036056518555e-01
3.155000000000000000e+04,6.569759249687194824e-01
3.173800000000000000e+04,5.499817132949829102e-01
3.175800000000000000e+04,3.889483809471130371e-01
3.183700000000000000e+04,5.513896942138671875e-01
3.186900000000000000e+04,5.352282524108886719e-01
3.193900000000000000e+04,6.060324907302856445e-01
3.214500000000000000e+04,7.575222849845886230e-01
3.222400000000000000e+04,8.363895416259765625e-01
3.224200000000000000e+04,6.000875830650329590e-01
3.224300000000000000e+04,6.521043181419372559e-01
3.227000000000000000e+04,7.250680923461914062e-01
3.231200000000000000e+04,6.875795125961303711e-01
3.234300000000000000e+04,5.412949323654174805e-01
3.241100000000000000e+04,6.291185617446899414e-01
3.241600000000000000e+04,8.899345397949218750e-01
3.244200000000000000e+04,5.097136497497558594e-01
3.249600000000000000e+04,6.637228727340698242e-01
3.283900000000000000e+04,4.573048949241638184e-01
3.293800000000000000e+04,6.475881338119506836e-01
3.303900000000000000e+04,4.530860781669616699e-01
3.304000000000000000e+04,5.328729748725891113e-01
3.339200000000000000e+04,5.439873933792114258e-01
3.347100000000000000e+04,7.055045366287231445e-01
3.347300000000000000e+04,5.361688137054443359e-01
3.374800000000000000e+04,6.238764524459838867e-01
3.396000000000000000e+04,3.818624615669250488e-01
3.402900000000000000e+04,4.211478829383850098e-01
3.429500000000000000e+04,5.968626737594604492e-01
3.439600000000000000e+04,5.093512535095214844e-01
3.450800000000000000e+04,5.490528941154479980e-01
3.458500000000000000e+04,7.431366443634033203e-01
3.460800000000000000e+04,5.183545351028442383e-01
3.462000000000000000e+04,5.296199321746826172e-01
3.462700000000000000e+04,6.036550998687744141e-01
3.468700000000000000e+04,6.613826155662536621e-01
3.472600000000000000e+04,6.963490843772888184e-01
3.478700000000000000e+04,4.977940320968627930e-01
3.483600000000000000e+04,4.899629354476928711e-01
3.488500000000000000e+04,5.356761813163757324e-01
3.504100000000000000e+04,5.239681005477905273e-01
3.506000000000000000e+04,5.820457935333251953e-01
3.514500000000000000e+04,5.173487663269042969e-01
3.516000000000000000e+04,5.632106065750122070e-01
3.521900000000000000e+04,5.483071804046630859e-01
3.544600000000000000e+04,5.560138225555419922e-01
3.544900000000000000e+04,5.419007539749145508e-01
3.561000000000000000e+04,5.824843645095825195e-01
3.590700000000000000e+04,7.149453163146972656e-01
3.594900000000000000e+04,6.258617639541625977e-01
3.595400000000000000e+04,7.787133455276489258e-01
3.595800000000000000e+04,6.991326808929443359e-01
3.605700000000000000e+04,7.558381557464599609e-01
3.606600000000000000e+04,6.844108104705810547e-01
3.609000000000000000e+04,6.152381300926208496e-01
3.617300000000000000e+04,7.515150308609008789e-01
3.625700000000000000e+04,7.162541151046752930e-01
3.626100000000000000e+04,6.972244977951049805e-01
3.628900000000000000e+04,6.511109471321105957e-01
3.633300000000000000e+04,4.710975289344787598e-01
3.646400000000000000e+04,6.038239002227783203e-01
3.653200000000000000e+04,4.588105678558349609e-01
3.660200000000000000e+04,7.625437378883361816e-01
3.661400000000000000e+04,5.174334049224853516e-01
3.662700000000000000e+04,6.491729617118835449e-01
3.664400000000000000e+04,8.118776082992553711e-01
3.667700000000000000e+04,7.416638731956481934e-01
3.680400000000000000e+04,5.800731182098388672e-01
3.695600000000000000e+04,4.696794152259826660e-01
3.702500000000000000e+04,5.815820693969726562e-01
3.711900000000000000e+04,4.646075963973999023e-01
3.725300000000000000e+04,6.589478254318237305e-01
3.729200000000000000e+04,7.056991457939147949e-01
3.729700000000000000e+04,7.395137548446655273e-01
3.730300000000000000e+04,8.171532750129699707e-01
3.733700000000000000e+04,7.453773021697998047e-01
3.733900000000000000e+04,7.092230319976806641e-01
3.738200000000000000e+04,7.723858356475830078e-01
3.743000000000000000e+04,5.637700557708740234e-01
3.745000000000000000e+04,7.204906940460205078e-01
3.747600000000000000e+04,7.299836874008178711e-01
3.748900000000000000e+04,6.153972148895263672e-01
3.755600000000000000e+04,6.876046657562255859e-01
3.756300000000000000e+04,8.289447426795959473e-01
3.761300000000000000e+04,8.512843251228332520e-01
3.762800000000000000e+04,6.750600337982177734e-01
3.779000000000000000e+04,7.750942111015319824e-01
3.785900000000000000e+04,6.253964900970458984e-01
3.788500000000000000e+04,5.402923226356506348e-01
3.793200000000000000e+04,6.414558291435241699e-01
3.804700000000000000e+04,7.452129125595092773e-01
3.807600000000000000e+04,7.845024466514587402e-01
3.812300000000000000e+04,7.021411657333374023e-01
3.816400000000000000e+04,7.757818102836608887e-01
3.819900000000000000e+04,5.880213975906372070e-01
3.821000000000000000e+04,7.546281814575195312e-01
3.842000000000000000e+04,6.890488862991333008e-01
3.853700000000000000e+04,7.610428929328918457e-01
3.874600000000000000e+04,7.682996392250061035e-01
3.875400000000000000e+04,6.388140916824340820e-01
3.882900000000000000e+04,6.107032299041748047e-01
3.884800000000000000e+04,7.979598045349121094e-01
3.901900000000000000e+04,5.867087841033935547e-01
3.909000000000000000e+04,8.129158020019531250e-01
3.921500000000000000e+04,7.360394001007080078e-01
