vertex,r2
1.130000000000000000e+03,4.333646893501281738e-01
1.131000000000000000e+03,3.886548876762390137e-01
1.132000000000000000e+03,3.537843823432922363e-01
1.159000000000000000e+03,4.301739335060119629e-01
1.160000000000000000e+03,5.128507614135742188e-01
1.161000000000000000e+03,4.961424469947814941e-01
1.162000000000000000e+03,4.524547457695007324e-01
1.163000000000000000e+03,4.546628594398498535e-01
1.164000000000000000e+03,4.924759268760681152e-01
1.165000000000000000e+03,5.466244220733642578e-01
1.166000000000000000e+03,3.632187247276306152e-01
1.192000000000000000e+03,4.067715406417846680e-01
1.193000000000000000e+03,4.995915889739990234e-01
1.194000000000000000e+03,5.791192054748535156e-01
1.195000000000000000e+03,4.417322874069213867e-01
1.196000000000000000e+03,4.076595902442932129e-01
1.197000000000000000e+03,3.945199251174926758e-01
1.198000000000000000e+03,5.597383975982666016e-01
1.199000000000000000e+03,4.425039887428283691e-01
1.200000000000000000e+03,4.064013361930847168e-01
1.201000000000000000e+03,4.575237035751342773e-01
1.224000000000000000e+03,4.100850224494934082e-01
1.225000000000000000e+03,5.113191008567810059e-01
1.226000000000000000e+03,5.598626732826232910e-01
1.227000000000000000e+03,4.906191229820251465e-01
1.228000000000000000e+03,4.389780163764953613e-01
1.229000000000000000e+03,4.161372184753417969e-01
1.230000000000000000e+03,4.655827283859252930e-01
1.231000000000000000e+03,5.360518097877502441e-01
1.232000000000000000e+03,4.621019959449768066e-01
1.255000000000000000e+03,4.900699853897094727e-01
1.256000000000000000e+03,5.558971166610717773e-01
1.257000000000000000e+03,4.978719949722290039e-01
1.258000000000000000e+03,5.205678343772888184e-01
1.259000000000000000e+03,5.129637718200683594e-01
1.260000000000000000e+03,4.877761602401733398e-01
1.261000000000000000e+03,5.418993830680847168e-01
1.262000000000000000e+03,5.767872333526611328e-01
1.263000000000000000e+03,5.789513587951660156e-01
1.264000000000000000e+03,5.181261301040649414e-01
1.265000000000000000e+03,5.475633740425109863e-01
1.285000000000000000e+03,4.204213023185729980e-01
1.286000000000000000e+03,5.758606195449829102e-01
1.287000000000000000e+03,5.629515051841735840e-01
1.288000000000000000e+03,4.651015400886535645e-01
1.289000000000000000e+03,4.391232728958129883e-01
1.290000000000000000e+03,3.821638822555541992e-01
1.291000000000000000e+03,4.652379751205444336e-01
1.292000000000000000e+03,4.966300725936889648e-01
1.293000000000000000e+03,5.055813193321228027e-01
1.294000000000000000e+03,5.533372163772583008e-01
1.295000000000000000e+03,5.346552133560180664e-01
1.314000000000000000e+03,3.936401009559631348e-01
1.315000000000000000e+03,5.154800415039062500e-01
1.316000000000000000e+03,5.339189767837524414e-01
1.317000000000000000e+03,4.619534015655517578e-01
1.318000000000000000e+03,4.504641890525817871e-01
1.319000000000000000e+03,3.919703960418701172e-01
1.320000000000000000e+03,4.232978820800781250e-01
1.321000000000000000e+03,4.657027125358581543e-01
1.322000000000000000e+03,4.713626503944396973e-01
1.323000000000000000e+03,4.810237288475036621e-01
1.324000000000000000e+03,5.507424473762512207e-01
1.342000000000000000e+03,4.178306460380554199e-01
1.343000000000000000e+03,4.807319641113281250e-01
1.344000000000000000e+03,4.966322779655456543e-01
1.345000000000000000e+03,4.704067111015319824e-01
1.346000000000000000e+03,4.424324035644531250e-01
1.347000000000000000e+03,3.892258405685424805e-01
1.348000000000000000e+03,4.235546588897705078e-01
1.349000000000000000e+03,4.511215686798095703e-01
1.350000000000000000e+03,4.635453224182128906e-01
1.351000000000000000e+03,5.069371461868286133e-01
1.352000000000000000e+03,5.181737542152404785e-01
1.353000000000000000e+03,5.109224319458007812e-01
1.369000000000000000e+03,5.071631073951721191e-01
1.370000000000000000e+03,4.302373528480529785e-01
1.371000000000000000e+03,4.746488928794860840e-01
1.372000000000000000e+03,4.772176146507263184e-01
1.373000000000000000e+03,4.196428060531616211e-01
1.374000000000000000e+03,3.367931842803955078e-01
1.375000000000000000e+03,3.975309729576110840e-01
1.376000000000000000e+03,4.694207310676574707e-01
1.377000000000000000e+03,4.882666468620300293e-01
1.378000000000000000e+03,4.964279532432556152e-01
1.379000000000000000e+03,5.862865447998046875e-01
1.380000000000000000e+03,5.487393736839294434e-01
1.395000000000000000e+03,4.752537012100219727e-01
1.396000000000000000e+03,4.180555939674377441e-01
1.397000000000000000e+03,4.797456860542297363e-01
1.398000000000000000e+03,5.117640495300292969e-01
1.399000000000000000e+03,3.822321295738220215e-01
1.400000000000000000e+03,3.424216508865356445e-01
1.401000000000000000e+03,4.554182291030883789e-01
1.402000000000000000e+03,5.276377201080322266e-01
1.403000000000000000e+03,5.026568174362182617e-01
1.404000000000000000e+03,4.492490887641906738e-01
1.405000000000000000e+03,4.601184725761413574e-01
1.406000000000000000e+03,4.888646006584167480e-01
1.407000000000000000e+03,3.947281837463378906e-01
1.420000000000000000e+03,5.108213424682617188e-01
1.421000000000000000e+03,4.801747202873229980e-01
1.422000000000000000e+03,5.570424795150756836e-01
1.423000000000000000e+03,5.400117039680480957e-01
1.424000000000000000e+03,3.896360993385314941e-01
1.425000000000000000e+03,3.950960636138916016e-01
1.426000000000000000e+03,5.037108659744262695e-01
1.427000000000000000e+03,6.266736984252929688e-01
1.428000000000000000e+03,5.883794426918029785e-01
1.429000000000000000e+03,5.011889934539794922e-01
1.430000000000000000e+03,3.484345674514770508e-01
1.431000000000000000e+03,3.374484777450561523e-01
1.432000000000000000e+03,3.846762180328369141e-01
1.444000000000000000e+03,6.093826889991760254e-01
1.445000000000000000e+03,5.608742237091064453e-01
1.446000000000000000e+03,6.040847301483154297e-01
1.447000000000000000e+03,6.096737980842590332e-01
1.448000000000000000e+03,5.757205486297607422e-01
1.449000000000000000e+03,4.559819698333740234e-01
1.450000000000000000e+03,5.504104495048522949e-01
1.451000000000000000e+03,6.781781911849975586e-01
1.452000000000000000e+03,6.381391286849975586e-01
1.453000000000000000e+03,5.363284349441528320e-01
1.454000000000000000e+03,3.829900622367858887e-01
1.455000000000000000e+03,3.363713026046752930e-01
1.456000000000000000e+03,4.203575253486633301e-01
1.467000000000000000e+03,6.010026335716247559e-01
1.468000000000000000e+03,5.599945187568664551e-01
1.469000000000000000e+03,5.696586966514587402e-01
1.470000000000000000e+03,5.814921855926513672e-01
1.471000000000000000e+03,6.175575852394104004e-01
1.472000000000000000e+03,4.939816594123840332e-01
1.473000000000000000e+03,5.220040082931518555e-01
1.474000000000000000e+03,6.193611621856689453e-01
1.475000000000000000e+03,6.290048956871032715e-01
1.476000000000000000e+03,5.373395681381225586e-01
1.477000000000000000e+03,4.939954280853271484e-01
1.478000000000000000e+03,4.285588860511779785e-01
1.479000000000000000e+03,4.398010373115539551e-01
1.489000000000000000e+03,6.264818906784057617e-01
1.490000000000000000e+03,5.099449157714843750e-01
1.491000000000000000e+03,5.110626220703125000e-01
1.492000000000000000e+03,4.823752045631408691e-01
1.493000000000000000e+03,4.952247738838195801e-01
1.494000000000000000e+03,4.624872803688049316e-01
1.495000000000000000e+03,5.034793615341186523e-01
1.496000000000000000e+03,5.891793370246887207e-01
1.497000000000000000e+03,5.621613264083862305e-01
1.498000000000000000e+03,5.321449041366577148e-01
1.499000000000000000e+03,5.430023670196533203e-01
1.500000000000000000e+03,4.824661016464233398e-01
1.501000000000000000e+03,5.226936936378479004e-01
1.510000000000000000e+03,6.612902879714965820e-01
1.511000000000000000e+03,5.332070589065551758e-01
1.512000000000000000e+03,5.189359188079833984e-01
1.513000000000000000e+03,4.138613343238830566e-01
1.514000000000000000e+03,3.972422480583190918e-01
1.515000000000000000e+03,4.669058322906494141e-01
1.516000000000000000e+03,5.529711246490478516e-01
1.517000000000000000e+03,5.416967272758483887e-01
1.518000000000000000e+03,5.129058957099914551e-01
1.519000000000000000e+03,5.188721418380737305e-01
1.520000000000000000e+03,4.986071586608886719e-01
1.521000000000000000e+03,5.140174031257629395e-01
1.522000000000000000e+03,5.619383454322814941e-01
1.530000000000000000e+03,6.018906831741333008e-01
1.531000000000000000e+03,5.906849503517150879e-01
1.532000000000000000e+03,5.884994268417358398e-01
1.533000000000000000e+03,4.181585907936096191e-01
1.534000000000000000e+03,3.984484672546386719e-01
1.535000000000000000e+03,4.889740943908691406e-01
1.536000000000000000e+03,5.444944500923156738e-01
1.537000000000000000e+03,4.917212724685668945e-01
1.538000000000000000e+03,5.418193936347961426e-01
1.539000000000000000e+03,4.841771721839904785e-01
1.540000000000000000e+03,4.684742093086242676e-01
1.541000000000000000e+03,5.490385293960571289e-01
1.542000000000000000e+03,5.586072206497192383e-01
1.549000000000000000e+03,5.610468387603759766e-01
1.550000000000000000e+03,5.495451688766479492e-01
1.551000000000000000e+03,5.734367370605468750e-01
1.552000000000000000e+03,4.373939037322998047e-01
1.553000000000000000e+03,4.016994833946228027e-01
1.554000000000000000e+03,4.962985515594482422e-01
1.555000000000000000e+03,5.105413794517517090e-01
1.556000000000000000e+03,4.545333981513977051e-01
1.557000000000000000e+03,5.163120031356811523e-01
1.558000000000000000e+03,4.132103919982910156e-01
1.559000000000000000e+03,4.512168765068054199e-01
1.560000000000000000e+03,5.760126113891601562e-01
1.561000000000000000e+03,4.475256800651550293e-01
1.567000000000000000e+03,4.223764538764953613e-01
1.568000000000000000e+03,5.750595331192016602e-01
1.569000000000000000e+03,5.674158334732055664e-01
1.570000000000000000e+03,4.554805159568786621e-01
1.571000000000000000e+03,4.482812285423278809e-01
1.572000000000000000e+03,5.162156820297241211e-01
1.573000000000000000e+03,4.980329275131225586e-01
1.574000000000000000e+03,4.628790020942687988e-01
1.575000000000000000e+03,4.169350862503051758e-01
1.576000000000000000e+03,3.833085298538208008e-01
1.577000000000000000e+03,4.425731301307678223e-01
1.578000000000000000e+03,5.119358301162719727e-01
1.579000000000000000e+03,4.659751653671264648e-01
1.580000000000000000e+03,4.900915622711181641e-01
1.584000000000000000e+03,4.873200058937072754e-01
1.585000000000000000e+03,6.538527607917785645e-01
1.586000000000000000e+03,4.827709197998046875e-01
1.587000000000000000e+03,4.589043259620666504e-01
1.588000000000000000e+03,5.118426084518432617e-01
1.589000000000000000e+03,5.249091982841491699e-01
1.590000000000000000e+03,4.998337030410766602e-01
1.591000000000000000e+03,4.579776525497436523e-01
1.592000000000000000e+03,3.519507646560668945e-01
1.593000000000000000e+03,3.884941935539245605e-01
1.594000000000000000e+03,3.839591145515441895e-01
1.595000000000000000e+03,4.224314689636230469e-01
1.596000000000000000e+03,4.595232605934143066e-01
1.597000000000000000e+03,4.898819327354431152e-01
1.600000000000000000e+03,5.966058969497680664e-01
1.601000000000000000e+03,6.691175699234008789e-01
1.602000000000000000e+03,4.459842443466186523e-01
1.603000000000000000e+03,4.817430377006530762e-01
1.604000000000000000e+03,5.242099761962890625e-01
1.605000000000000000e+03,5.398035049438476562e-01
1.606000000000000000e+03,5.139601230621337891e-01
1.607000000000000000e+03,3.826089501380920410e-01
1.608000000000000000e+03,3.349946737289428711e-01
1.609000000000000000e+03,3.625018000602722168e-01
1.610000000000000000e+03,4.383936524391174316e-01
1.611000000000000000e+03,4.508401155471801758e-01
1.612000000000000000e+03,4.780961871147155762e-01
1.613000000000000000e+03,5.069482326507568359e-01
1.614000000000000000e+03,4.693427085876464844e-01
1.615000000000000000e+03,6.052885055541992188e-01
1.616000000000000000e+03,5.587631464004516602e-01
1.617000000000000000e+03,4.664814472198486328e-01
1.618000000000000000e+03,4.737305641174316406e-01
1.619000000000000000e+03,5.087323784828186035e-01
1.620000000000000000e+03,5.222108960151672363e-01
1.621000000000000000e+03,4.326384663581848145e-01
1.622000000000000000e+03,3.268177509307861328e-01
1.623000000000000000e+03,3.848794698715209961e-01
1.624000000000000000e+03,3.869534134864807129e-01
1.625000000000000000e+03,4.851746559143066406e-01
1.626000000000000000e+03,4.813243746757507324e-01
1.627000000000000000e+03,5.251416563987731934e-01
1.628000000000000000e+03,5.221122503280639648e-01
1.629000000000000000e+03,4.471939802169799805e-01
1.630000000000000000e+03,4.347323179244995117e-01
1.631000000000000000e+03,4.957830309867858887e-01
1.632000000000000000e+03,4.583775401115417480e-01
1.633000000000000000e+03,5.091180801391601562e-01
1.634000000000000000e+03,3.891316056251525879e-01
1.635000000000000000e+03,3.173709511756896973e-01
1.636000000000000000e+03,4.568873643875122070e-01
1.637000000000000000e+03,4.472429752349853516e-01
1.638000000000000000e+03,4.655717015266418457e-01
1.639000000000000000e+03,5.274851918220520020e-01
1.640000000000000000e+03,5.138914585113525391e-01
1.641000000000000000e+03,5.541100502014160156e-01
1.642000000000000000e+03,4.259231090545654297e-01
1.643000000000000000e+03,5.061854720115661621e-01
1.644000000000000000e+03,4.741453528404235840e-01
1.645000000000000000e+03,4.715519547462463379e-01
1.646000000000000000e+03,3.955454826354980469e-01
1.647000000000000000e+03,4.308493733406066895e-01
1.648000000000000000e+03,4.622803926467895508e-01
1.649000000000000000e+03,5.436884760856628418e-01
1.650000000000000000e+03,4.696940183639526367e-01
1.651000000000000000e+03,3.329060077667236328e-01
1.652000000000000000e+03,5.049849748611450195e-01
1.653000000000000000e+03,5.181703567504882812e-01
1.654000000000000000e+03,4.781435132026672363e-01
1.655000000000000000e+03,4.601987004280090332e-01
1.656000000000000000e+03,4.478964805603027344e-01
1.657000000000000000e+03,3.435484766960144043e-01
1.658000000000000000e+03,4.700347781181335449e-01
1.659000000000000000e+03,4.165048003196716309e-01
1.660000000000000000e+03,5.025691986083984375e-01
1.661000000000000000e+03,5.051181912422180176e-01
1.662000000000000000e+03,4.569280743598937988e-01
1.663000000000000000e+03,3.541450500488281250e-01
1.664000000000000000e+03,4.762799143791198730e-01
1.665000000000000000e+03,5.137721896171569824e-01
1.666000000000000000e+03,4.575982689857482910e-01
1.667000000000000000e+03,4.820675849914550781e-01
1.668000000000000000e+03,4.574205279350280762e-01
1.669000000000000000e+03,4.602845907211303711e-01
1.670000000000000000e+03,5.150272846221923828e-01
1.671000000000000000e+03,4.898309111595153809e-01
1.672000000000000000e+03,5.175123810768127441e-01
1.673000000000000000e+03,4.834936261177062988e-01
1.674000000000000000e+03,4.871583580970764160e-01
1.675000000000000000e+03,4.676467180252075195e-01
1.676000000000000000e+03,5.217719674110412598e-01
1.677000000000000000e+03,4.538978338241577148e-01
1.678000000000000000e+03,5.002326369285583496e-01
1.679000000000000000e+03,3.947890400886535645e-01
1.680000000000000000e+03,5.034719705581665039e-01
1.681000000000000000e+03,4.621489048004150391e-01
1.682000000000000000e+03,4.929211735725402832e-01
1.683000000000000000e+03,5.160456895828247070e-01
1.684000000000000000e+03,4.802107214927673340e-01
1.685000000000000000e+03,5.458120107650756836e-01
1.686000000000000000e+03,4.385970234870910645e-01
1.687000000000000000e+03,5.028553009033203125e-01
1.688000000000000000e+03,4.480950236320495605e-01
1.689000000000000000e+03,4.376843571662902832e-01
1.690000000000000000e+03,4.006692171096801758e-01
1.691000000000000000e+03,4.967247843742370605e-01
1.692000000000000000e+03,6.650879383087158203e-01
1.693000000000000000e+03,4.849207997322082520e-01
1.694000000000000000e+03,4.413222670555114746e-01
1.695000000000000000e+03,4.723280072212219238e-01
1.696000000000000000e+03,4.107326865196228027e-01
1.697000000000000000e+03,4.435104727745056152e-01
1.698000000000000000e+03,4.466975331306457520e-01
1.699000000000000000e+03,5.555591583251953125e-01
1.700000000000000000e+03,5.001233816146850586e-01
1.701000000000000000e+03,4.136022925376892090e-01
1.702000000000000000e+03,4.360227584838867188e-01
1.703000000000000000e+03,4.055511355400085449e-01
1.704000000000000000e+03,4.370986223220825195e-01
1.705000000000000000e+03,4.450071454048156738e-01
1.706000000000000000e+03,4.681402444839477539e-01
1.707000000000000000e+03,4.156492352485656738e-01
1.708000000000000000e+03,4.924151301383972168e-01
1.709000000000000000e+03,4.852833747863769531e-01
1.710000000000000000e+03,4.259060621261596680e-01
1.711000000000000000e+03,4.521815776824951172e-01
1.712000000000000000e+03,4.286050200462341309e-01
1.713000000000000000e+03,4.693388342857360840e-01
1.714000000000000000e+03,5.103558301925659180e-01
1.715000000000000000e+03,4.308125376701354980e-01
1.716000000000000000e+03,4.901988506317138672e-01
1.717000000000000000e+03,5.008558034896850586e-01
1.718000000000000000e+03,5.006783008575439453e-01
1.719000000000000000e+03,5.101217031478881836e-01
1.720000000000000000e+03,4.007061719894409180e-01
1.721000000000000000e+03,4.439541101455688477e-01
1.722000000000000000e+03,5.459299087524414062e-01
1.723000000000000000e+03,6.245946884155273438e-01
1.724000000000000000e+03,6.319609284400939941e-01
1.725000000000000000e+03,5.645759701728820801e-01
1.726000000000000000e+03,5.297848582267761230e-01
1.727000000000000000e+03,4.727219343185424805e-01
1.728000000000000000e+03,5.363443493843078613e-01
1.729000000000000000e+03,4.686958193778991699e-01
1.730000000000000000e+03,5.284555554389953613e-01
1.731000000000000000e+03,4.990060925483703613e-01
1.732000000000000000e+03,4.571981430053710938e-01
1.733000000000000000e+03,4.175316691398620605e-01
1.734000000000000000e+03,5.262696743011474609e-01
1.735000000000000000e+03,6.020237207412719727e-01
1.736000000000000000e+03,5.759216547012329102e-01
1.737000000000000000e+03,5.314832925796508789e-01
1.738000000000000000e+03,4.051637053489685059e-01
1.739000000000000000e+03,3.772115707397460938e-01
1.740000000000000000e+03,4.213228821754455566e-01
1.741000000000000000e+03,4.313291311264038086e-01
1.742000000000000000e+03,4.987576603889465332e-01
1.743000000000000000e+03,4.984302520751953125e-01
1.744000000000000000e+03,4.686918258666992188e-01
1.745000000000000000e+03,4.882649183273315430e-01
1.746000000000000000e+03,4.914698004722595215e-01
1.747000000000000000e+03,5.302910804748535156e-01
1.748000000000000000e+03,5.988181233406066895e-01
1.749000000000000000e+03,5.844835042953491211e-01
1.750000000000000000e+03,4.624769091606140137e-01
1.751000000000000000e+03,4.565356373786926270e-01
