subject,task,acq,run,tc,roi,betas,n_repeats
sub-01,1back,ctg,01,1202130303,47s,"[-0.6837539076805115, 0.1719103306531906, -0.5569647550582886, -0.20577040314674377, -0.417375385761261, -0.2521812915802002, -0.37980079650878906, -0.33702370524406433, -0.303181529045105, -0.3429880738258362, -0.3188890516757965, -0.4242485463619232]",4
sub-01,1back,ctg,01,1202130303,9-46d,"[-0.346595823764801, 0.08961606025695801, -0.3471269905567169, -0.08547795563936234, -0.2960207760334015, -0.11652293801307678, -0.24298550188541412, -0.2088598608970642, -0.19017699360847473, -0.1905653029680252, -0.04379734396934509, -0.28147292137145996]",4
sub-01,1back,loc,01,0000010002,10pp,"[-0.04489918053150177, 0.08288197219371796, -0.061850469559431076, 0.041757576167583466, -0.03626147285103798, 0.028346585109829903, -0.03834163770079613, -0.003259345656260848, -0.03191044554114342, -0.040698591619729996, -0.01101827435195446, -0.07438186556100845]",4
sub-01,1back,loc,01,0000010002,10v,"[0.14229926466941833, 0.13041271269321442, 0.05865275114774704, 0.12596465647220612, 0.11531754583120346, 0.09226755797863007, 0.1167340874671936, 0.11304479837417603, 0.04821931570768356, 0.10652883350849152, 0.08352550119161606, 0.0796307697892189]",4
sub-01,1back,loc,01,0000010002,46,"[-0.6416986584663391, 0.009678603149950504, -0.3313177227973938, -0.22498425841331482, -0.13171730935573578, -0.28744035959243774, -0.21415874361991882, -0.2723046541213989, -0.218156635761261, -0.35934746265411377, -0.18295809626579285, -0.3935794532299042]",4
sub-01,1back,loc,01,0000010002,47s,"[0.14807245135307312, 0.10855305194854736, 0.11302781105041504, 0.09403728693723679, 0.13561034202575684, 0.08743201941251755, 0.03253955394029617, 0.09332341700792313, 0.006625511217862368, 0.025080855935811996, 0.130560502409935, 0.004866182804107666]",4
sub-01,1back,loc,01,0000010002,9-46d,"[-0.5865611433982849, 0.10507329553365707, -0.3668642044067383, -0.09987559169530869, -0.20980501174926758, -0.13193365931510925, -0.2427901327610016, -0.14437460899353027, -0.21427561342716217, -0.20421092212200165, -0.18577410280704498, -0.19529958069324493]",4
sub-01,1back,loc,01,0003001000,10pp,"[-0.3956150710582733, 0.15731991827487946, -0.29747632145881653, -0.04061242938041687, -0.08316254615783691, -0.019631512463092804, -0.012577230110764503, 0.001688038231804967, 0.007793094962835312, 0.05843808874487877, 0.009553960524499416, 0.07716795802116394]",4
sub-01,1back,loc,01,0003001000,10v,"[-0.39104288816452026, 0.19035595655441284, -0.3007597029209137, -0.05374946445226669, -0.06378162652254105, -0.10764183104038239, -0.005517990328371525, -0.09099548310041428, -0.04070989415049553, -0.04960501566529274, -0.02450050786137581, -0.08674764633178711]",4
sub-01,1back,loc,01,0003001000,46,"[-0.515710175037384, 0.03508912771940231, -0.3420409858226776, -0.1735590100288391, -0.14344841241836548, -0.19786955416202545, -0.09811443090438843, -0.16321896016597748, -0.16256117820739746, -0.11724144220352173, -0.14486345648765564, -0.1556565761566162]",4
sub-01,1back,loc,01,0003001000,47s,"[-0.4558447301387787, -0.016459248960018158, -0.19536037743091583, -0.16696496307849884, -0.06796672195196152, -0.16690585017204285, 0.005014991387724876, -0.1266154646873474, -0.029334859922528267, 0.013759326189756393, -0.08130468428134918, 0.00024678383488208055]",4
sub-01,1back,loc,01,0003001000,9-46d,"[-0.686069905757904, 0.0023501229006797075, -0.3672095239162445, -0.21093010902404785, -0.2432195544242859, -0.22382625937461853, -0.1790352761745453, -0.18060795962810516, -0.23276139795780182, -0.15108345448970795, -0.1702175736427307, -0.17588645219802856]",4
sub-01,1back,loc,01,0101020103,10pp,"[-0.42422276735305786, 0.15410685539245605, -0.3934977352619171, -0.1397295892238617, -0.14742721617221832, -0.14511680603027344, -0.2624093294143677, -0.13102039694786072, -0.23960761725902557, -0.1362917125225067, -0.19516845047473907, -0.16055093705654144]",4
sub-01,1back,loc,01,0101020103,10v,"[-0.48210033774375916, -0.007826050743460655, -0.35825392603874207, -0.18413041532039642, -0.25703442096710205, -0.18210825324058533, -0.2704773247241974, -0.17109571397304535, -0.17912976443767548, -0.15460750460624695, -0.15886881947517395, -0.12924468517303467]",4
sub-01,1back,loc,01,0101020103,46,"[-0.6701622605323792, 0.028731875121593475, -0.48720282316207886, -0.32479411363601685, -0.12303205579519272, -0.38178494572639465, -0.18114237487316132, -0.3907737731933594, -0.23289737105369568, -0.38407692313194275, -0.20514751970767975, -0.4010569453239441]",4
sub-01,1back,loc,01,0101020103,47s,"[-0.35499218106269836, 0.019474394619464874, -0.30894190073013306, -0.17444786429405212, -0.1471158117055893, -0.1851041316986084, -0.22443325817584991, -0.19596770405769348, -0.16345563530921936, -0.2194850593805313, -0.1325960010290146, -0.17325568199157715]",4
sub-01,1back,loc,01,0101020103,9-46d,"[-0.03742024675011635, 0.1471480131149292, -0.016109943389892578, 0.05247478187084198, 0.1074594035744667, 0.04321988672018051, -0.009129905141890049, 0.04843659698963165, -0.0780763030052185, -0.0007538002100773156, -0.05411006137728691, -0.006059073377400637]",4
sub-01,1back,loc,01,0110011101,10pp,"[-0.22628001868724823, 0.08974514156579971, -0.14748305082321167, -0.030669230967760086, -0.06659815460443497, -0.042159948498010635, -0.022708576172590256, -0.038165464997291565, -0.013126833364367485, -0.039790522307157516, 0.044843047857284546, -0.05229339748620987]",4
sub-01,1back,loc,01,0110011101,10v,"[-0.4043445587158203, -0.027492666617035866, -0.24457816779613495, -0.16461943089962006, -0.20580287277698517, -0.14349626004695892, -0.12991175055503845, -0.16946154832839966, -0.07360940426588058, -0.15991540253162384, 0.013810941949486732, -0.1526542752981186]",4
sub-01,1back,loc,01,0110011101,46,"[-0.6634761691093445, 0.08479772508144379, -0.3607312738895416, -0.17876431345939636, -0.14125242829322815, -0.1570853292942047, -0.1453574150800705, -0.09092891216278076, -0.04670587182044983, -0.0684562474489212, 0.03781716153025627, -0.01729390025138855]",4
sub-01,1back,loc,01,0110011101,47s,"[-0.26657506823539734, -0.10208093374967575, -0.1582137495279312, -0.14820033311843872, -0.2125188559293747, -0.0995781198143959, -0.17099906504154205, -0.14096297323703766, -0.07627879828214645, -0.1626986861228943, -0.006895373109728098, -0.14007528126239777]",4
sub-01,1back,loc,01,0110011101,9-46d,"[-0.45693063735961914, 0.15724508464336395, -0.3168966472148895, -0.06076870858669281, -0.20861180126667023, -0.10252519696950912, -0.2393185943365097, -0.11089181900024414, -0.23359882831573486, -0.15074273943901062, -0.0879649668931961, -0.1890491098165512]",4
sub-01,1back,loc,01,0212021303,10pp,"[-0.32954010367393494, 0.0009022136218845844, -0.1561780720949173, -0.11911801993846893, -0.020362183451652527, -0.10976257175207138, 0.03865041956305504, -0.08056198805570602, 0.08638843894004822, -0.04027152806520462, 0.047631606459617615, 0.0023497729562222958]",4
sub-01,1back,loc,01,0212021303,10v,"[-0.22973394393920898, 0.15034343302249908, -0.12130657583475113, 0.043524120002985, -0.034671224653720856, 0.07376176863908768, 0.002065322594717145, 0.07450912892818451, 0.09706989675760269, 0.0844900906085968, 0.11845995485782623, 0.10248897969722748]",4
sub-01,1back,loc,01,0212021303,46,"[-0.2757371962070465, -0.1514781266450882, -0.16352546215057373, -0.22062841057777405, -0.10346568375825882, -0.18885575234889984, -0.26810407638549805, -0.19223934412002563, -0.20669908821582794, -0.26904579997062683, 0.04094257578253746, -0.3026052415370941]",4
sub-01,1back,loc,01,0212021303,47s,"[0.22453190386295319, 0.20542457699775696, 0.024372614920139313, 0.18326829373836517, 0.09492969512939453, 0.1813638061285019, 0.1426863968372345, 0.1136033684015274, 0.22341196238994598, 0.13773371279239655, 0.14680799841880798, 0.18039356172084808]",4
sub-01,1back,loc,01,0212021303,9-46d,"[-0.2983575165271759, 0.2802591919898987, -0.23311154544353485, 0.018419284373521805, -0.04311754181981087, 0.018272465094923973, -0.09237737208604813, 0.007375667802989483, -0.06841833889484406, -0.08376459032297134, 0.08018611371517181, -0.10634461045265198]",4
sub-01,1back,loc,01,0302100211,10pp,"[-0.33714741468429565, 0.17866255342960358, -0.27005234360694885, -0.07235920429229736, -0.043058909475803375, -0.11380944401025772, -0.08309198170900345, -0.09476063400506973, -0.028718426823616028, -0.12235952168703079, -0.0003389524936210364, -0.11343488842248917]",4
sub-01,1back,loc,01,0302100211,10v,"[-0.48435306549072266, 0.0618351511657238, -0.38537415862083435, -0.10863092541694641, -0.14155994355678558, -0.14005541801452637, -0.034248821437358856, -0.1351088434457779, 0.01831626147031784, -0.08337338268756866, -0.017508897930383682, -0.040036868304014206]",4
sub-01,1back,loc,01,0302100211,46,"[-0.4049758315086365, 0.15923167765140533, -0.31554386019706726, -0.04811853915452957, -0.0412612147629261, -0.08134127408266068, 0.00698451604694128, -0.02793264389038086, 0.16978491842746735, -0.06481608748435974, 0.21581953763961792, 0.04192935302853584]",4
sub-01,1back,loc,01,0302100211,47s,"[-0.41563737392425537, 0.25772449374198914, -0.317225843667984, -0.012369632720947266, -0.07813724875450134, 0.007594660855829716, -0.0315595418214798, 0.010407483205199242, 0.07536131888628006, 0.057123105973005295, 0.08093883842229843, 0.13326643407344818]",4
sub-01,1back,loc,01,0302100211,9-46d,"[-0.7372867465019226, 0.19766847789287567, -0.5789609551429749, -0.14437000453472137, -0.2687406539916992, -0.21202823519706726, -0.09079088270664215, -0.1561426967382431, -0.08988610655069351, -0.13815170526504517, -0.022285552695393562, -0.0959293469786644]",4
sub-01,1back,loc,01,0310031103,10pp,"[-0.16529184579849243, 0.09018697589635849, -0.1397809237241745, -0.034419115632772446, -0.12333003431558609, -0.07250594347715378, -0.07684267312288284, -0.14435309171676636, -0.14317432045936584, -0.15249384939670563, -0.13298790156841278, -0.22257880866527557]",4
sub-01,1back,loc,01,0310031103,10v,"[-0.005317819304764271, 0.2473084181547165, -0.15139426290988922, 0.10519391298294067, -0.04007154703140259, 0.024609578773379326, 0.0030562265310436487, -0.02955138124525547, -0.0823272243142128, -0.03765099123120308, -0.055767517536878586, -0.08547182381153107]",4
sub-01,1back,loc,01,0310031103,46,"[0.13157391548156738, 0.11262552440166473, 0.037054967135190964, 0.04492448270320892, 0.15426896512508392, 0.0030080170836299658, 0.058582063764333725, -0.10154107958078384, 0.027768058702349663, -0.16261662542819977, 0.03771669790148735, -0.24997152388095856]",4
sub-01,1back,loc,01,0310031103,47s,"[0.2486872524023056, 0.09874904155731201, 0.058974090963602066, 0.1165095865726471, 0.1027984544634819, 0.08246014267206192, 0.07785958796739578, 0.036558859050273895, 0.01692967675626278, 0.023400045931339264, 0.015141040086746216, -0.01791531778872013]",4
sub-01,1back,loc,01,0310031103,9-46d,"[-0.0255091805011034, 0.07475508749485016, -0.07586397230625153, 0.00019638497906271368, -0.029506048187613487, 0.006522693205624819, -0.07430077344179153, -0.1023675724864006, -0.07488559186458588, -0.13023971021175385, -0.03964049741625786, -0.21177177131175995]",4
sub-01,1back,loc,01,1100120013,10pp,"[-0.09050140529870987, 0.06724059581756592, -0.037336576730012894, -0.025031983852386475, 0.0027859550900757313, -0.028356224298477173, -0.06341132521629333, -0.03634805604815483, -0.04592747241258621, -0.07378973066806793, -0.041473742574453354, -0.1154746487736702]",4
sub-01,1back,loc,01,1100120013,10v,"[0.0029549631290137768, 0.022100575268268585, 0.1273525357246399, 0.003628046251833439, 0.0363055057823658, -0.012507276609539986, 0.0016286977333948016, -0.07683110237121582, 0.00047147012082859874, -0.12461990863084793, -0.01641969382762909, -0.22104449570178986]",4
sub-01,1back,loc,01,1100120013,46,"[0.10563919693231583, 0.23422233760356903, 0.2183530479669571, 0.108313649892807, 0.36838945746421814, 0.11772041767835617, 0.2868901491165161, 0.13205035030841827, 0.15802372992038727, 0.13445882499217987, 0.12923987209796906, 0.04287925735116005]",4
sub-01,1back,loc,01,1100120013,47s,"[-0.17072395980358124, 0.2646484673023224, -0.08795848488807678, 0.04875405877828598, 0.029792925342917442, 0.035125527530908585, -0.06314893066883087, 0.05167163535952568, -0.05571075156331062, -0.03249095007777214, 0.04741784185171127, -0.11272820085287094]",4
sub-01,1back,loc,01,1100120013,9-46d,"[-0.3201810419559479, 0.36769336462020874, -0.23316369950771332, 0.0632937029004097, 0.1381365805864334, 0.08086258172988892, 0.10166572779417038, 0.13710585236549377, 0.02542065642774105, 0.14784841239452362, 0.1436522901058197, 0.16248954832553864]",4
sub-01,1back,loc,01,1201130202,10pp,"[-0.3116336166858673, 0.09763476997613907, -0.18191124498844147, -0.04395487904548645, -0.10255807638168335, -0.053940217941999435, -0.03799457475543022, -0.05438927561044693, -0.040810517966747284, -0.0039050965569913387, -0.055009547621011734, -0.025567999109625816]",4
sub-01,1back,loc,01,1201130202,10v,"[0.029578329995274544, 0.19809666275978088, 0.014887813478708267, 0.11672975867986679, 0.13166627287864685, 0.1289922147989273, 0.19303615391254425, 0.11194927990436554, 0.3177144229412079, 0.14638842642307281, 0.23542843759059906, 0.2275114804506302]",4
sub-01,1back,loc,01,1201130202,46,"[-0.49886244535446167, -0.05841014161705971, -0.3360126316547394, -0.16102276742458344, -0.08297193795442581, -0.15583108365535736, -0.014946117997169495, -0.05705748125910759, 0.0250442735850811, -0.061523716896772385, 0.1702905148267746, -0.017133334651589394]",4
sub-01,1back,loc,01,1201130202,47s,"[-0.074030801653862, 0.10677571594715118, -0.035177331417798996, 0.03968413919210434, 0.23355980217456818, -0.005886359140276909, 0.24907562136650085, 0.09329119324684143, 0.25679221749305725, 0.16771775484085083, 0.1753346174955368, 0.25282102823257446]",4
